,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
280,dict_values(['América']),dict_values(['Marquinhos Santos']),dict_values(['Fortaleza']),dict_values(['Juan Pablo Vojvoda']),dict_values(['2']),dict_values(['1']),"dict_values([['MG', 'Matheus Cavichioli', 'Eduardo Gabriel', 'Juninho', 'Rodolfo', 'Ademir Santos', 'Lucas Kal', 'Patric Cabral Lalau', 'Ale', 'Ricardo Silva', 'Marlon']])","dict_values([['Marcelo Boeck', 'Guilherme Tinga', 'Marcelo', 'Éderson', 'Ronald', 'Jussa', 'David', 'Ángelo Henríquez', 'Lucas Lima', 'Bruno Melo', 'Titi']])","dict_values([['Banco', 'Jori', 'Diego', 'Anderson Jesus', 'Zé Ricardo', 'Alan Ruschel', 'Ribamar', 'Felipe Azevedo', 'Fabrício', 'João Paulo', 'Bruno Nazário', 'Juninho', 'Marcelo Toscano']])","dict_values([['Felipe Alves Raymundo', 'Jackson de Souza', 'Wellington Paulista', 'Osvaldo', 'Felipe', 'Edinho', 'Romarinho', 'Daniel Guedes', 'Valentín Depietri', 'Joao Paulo', 'Igor Torres', 'Matheus de Vargas']])","dict_values([('Rodolfo', 'Felipe Azevedo')])",57,"dict_values([('Mauro Zárate', 'Fabrício')])",72,"dict_values([('Ademir Santos', 'Anderson Jesus')])",89,"dict_values([('Ale', 'Zé Ricardo')])",89,"dict_values([('Eduardo Gabriel', 'Juninho')])",89,"dict_values([('Ángelo Henríquez', 'Wellington Paulista')])",51,"dict_values([('David', 'Romarinho')])",71,"dict_values([('Éderson', 'Matheus de Vargas')])",81,"dict_values([('Lucas Lima', 'Osvaldo')])",82,"dict_values([('Jussa', 'Felipe')])",82
281,dict_values(['Ceará']),dict_values(['Tiago Nunes']),dict_values(['Fluminense']),dict_values(['Marcão']),dict_values(['1']),dict_values(['0']),"dict_values([['João Ricardo Riedi', 'Messias', 'Bruno Pacheco', 'Fernando Sobral', 'Jael Ferreira', 'Stiven Mendoza', 'Luiz Otávio', 'Fábio Gonçalves', 'Vinícius', 'Gabriel Dias', 'Erick']])","dict_values([['Marcos Felipe', 'Samuel Xavier', 'Jhon Arias', 'Marlon', 'Abel Hernández', 'Nino', 'Luiz Henrique', 'André', 'Matheus Martinelli', 'David Braz', 'Caio Paulista']])","dict_values([['Richard', 'Igor', 'William Oliveira', 'Airton', 'Gabriel Lacerda', 'Jorginho', 'Marlon', 'Rick', 'Lima', 'Kelvyn', 'Hélio', 'Gabriel Santos']])","dict_values([['Muriel Becker', 'Matheus Ferraz', 'Luccas Claro', 'Wellington Martins', 'Lucca', 'Fred', 'Danilo Barcelos', 'Raúl Bobadilla', 'Manoel', 'Wallace', 'Gustavo', 'Lucas Felipe Calegari']])","dict_values([('Jael Ferreira', 'Igor')])",32,"dict_values([('Marlon', 'Danilo Barcelos')])",55,"dict_values([('Erick', 'Gabriel Lacerda')])",59,"dict_values([('Stiven Mendoza', 'Gabriel Santos')])",76,"dict_values([('Fernando Sobral', 'Rick')])",76,"dict_values([('André', 'Gustavo')])",45,"dict_values([('Caio Paulista', 'Fred')])",45,"dict_values([('Marlon', 'Danilo Barcelos')])",55,"dict_values([('Luiz Henrique', 'Lucca')])",70,"dict_values([('Abel Hernández', 'Raúl Bobadilla')])",80
282,dict_values(['Grêmio']),dict_values(['Vágner Mancini']),dict_values(['Palmeiras']),dict_values(['Abel Ferreira']),dict_values(['1']),dict_values(['3']),"dict_values([['Brenno', 'Pedro Geromel', 'Walter Kannemann', 'Thiago dos Santos', 'Douglas Costa', 'Bruno Cortez', 'Mathías Villasanti', 'Alisson', 'Diego Souza', 'Vanderson', 'Jean Pyerre']])","dict_values([['Wéverton', 'Marcos Rocha', 'Rony', 'Zé Rafael', 'Luan Garcia', 'Gustavo Scarpa', 'Gustavo Gómez', 'Joaquín Piquerez', 'Raphael Veiga', 'Felipe Melo', 'Dudu']])","dict_values([['Gabriel Chapecó', 'Victor Ferraz', 'Jaminton Campaz', 'Darlan Mendes', 'Lucas Silva', 'Elias Manoel', 'Diego Churín', 'Jhonata Robert', 'Rodrigues', 'Diogo Barbosa', 'Pedro Lucas', 'Ruan']])","dict_values([['Jailson', 'Renan', 'Patrick de Paula', 'Luiz Adriano', 'Wesley', 'Deyverson', 'Danilo Barbosa', 'Breno', 'Gabriel Menino', 'Veron', 'Danilo', 'Willian']])","dict_values([('Diego Souza', 'Elias Manoel')])",60,"dict_values([('Jean Pyerre', 'Jhonata Robert')])",67,"dict_values([('Alisson', 'Diego Churín')])",77,"dict_values([('Thiago dos Santos', 'Lucas Silva')])",77,"dict_values([('Mathías Villasanti', 'Jaminton Campaz')])",77,"dict_values([('Gustavo Scarpa', 'Wesley')])",67,"dict_values([('Zé Rafael', 'Danilo')])",76,"dict_values([('Dudu', 'Luiz Adriano')])",83,"dict_values([('Rony', 'Danilo Barbosa')])",84,"dict_values([('Raphael Veiga', 'Breno')])",84
283,dict_values(['São']),dict_values(['Rogério Ceni']),dict_values(['Internacional']),dict_values(['Diego Aguirre']),dict_values(['1']),dict_values(['0']),"dict_values([['Tiago Volpi', 'Robert Arboleda', 'Reinaldo', 'Luciano', 'Liziero', 'Léo Pelé', 'Luis Manuel Orejuela', 'Gabriel', 'Miranda', 'Igor Gomes', 'Emiliano Rigoni']])","dict_values([['Marcelo Lomba', 'Edenílson', 'Víctor Cuesta', 'Rodrigo Lindoso', 'Gabriel Boschilia', 'Bruno Méndez', 'Paulo Victor', 'Renzo Saravia', 'Mauricio', 'Johnny Cardoso', 'Juan Cuesta']])","dict_values([['Lucas Perri', 'Thiago', 'Igor Vinícius de Souza', 'Bruno Fabiano Alves', 'Martín Benítez', 'Pablo', 'Vitor Bueno', 'Gabriel Neves', 'Shaylon', 'Éder', 'Welington', 'Marquinhos']])","dict_values([['Vitor Hugo', 'Emerson Júnior', 'Kaique Rocha', 'Gustavo Maia', 'Yuri Alberto', 'Zé Gabriel', 'Caio Vidal']])","dict_values([('Luis Manuel Orejuela', 'Igor Vinícius de Souza')])",45,"dict_values([('Luciano', 'Marquinhos')])",63,"dict_values([('Emiliano Rigoni', 'Martín Benítez')])",63,"dict_values([('Igor Gomes', 'Éder')])",79,"dict_values([('Reinaldo', 'Bruno Fabiano Alves')])",86,"dict_values([('Paulo Victor', 'Kaique Rocha')])",45,"dict_values([('Gabriel Boschilia', 'Caio Vidal')])",45,"dict_values([('Juan Cuesta', 'Gustavo Maia')])",57,"dict_values([('Renzo Saravia', 'Zé Gabriel')])",81,dict_values([]),[]
284,dict_values(['Sport']),dict_values(['Gustavo Florentín']),dict_values(['Atl']),dict_values(['Eduardo Barroca']),dict_values(['2']),dict_values(['0']),"dict_values([['Mailson', 'Hernanes', 'Santiago Tréllez', 'Gustavo', 'José Welison', 'Rafael Thyere', 'José Sabino', 'Sander', 'Ewerton', 'Marcão Silva', 'Mikael']])","dict_values([['Fernando Miguel', 'Arnaldo', 'Wanderson', 'Eder', 'Gabriel Baralhas', 'Igor Cariús', 'Janderson', 'Marlon Freitas', 'Zé Roberto', 'André Luis', 'Ronald']])","dict_values([['Carlos Eduardo', 'Ronaldo Henrique', 'Betinho', 'Pedro Henrique', 'Chico', 'Luciano Juba', 'Cristiano', 'Flávio Souza', 'Pedro Victor', 'Paulinho Moccelin', 'Everton Felipe']])","dict_values([['Luan Polli', 'Luis Eduardo Marques dos Santos', 'Lucas Oliveira', 'Pedrão', 'Jefferson', 'Matheus Barbosa', 'João Paulo Alves', 'Brian Montenegro', 'Jonas']])","dict_values([('Santiago Tréllez', 'Paulinho Moccelin')])",66,"dict_values([('Sander', 'Luciano Juba')])",66,"dict_values([('Hernanes', 'Everton Felipe')])",72,"dict_values([('Gustavo', 'Chico')])",83,dict_values([]),[],"dict_values([('Zé Roberto', 'João Paulo Alves')])",45,"dict_values([('Igor Cariús', 'Jefferson')])",60,"dict_values([('Ronald', 'Jonas')])",60,"dict_values([('Janderson', 'Matheus Barbosa')])",72,"dict_values([('Gabriel Baralhas', 'Brian Montenegro')])",81
285,dict_values(['Cuiabá']),dict_values(['Jorginho']),dict_values(['Bragantino']),dict_values(['Maurício Barbieri']),dict_values(['1']),dict_values(['0']),"dict_values([['◆', 'Walter', 'João Lucas', 'Alan Empereur', 'Paulão', 'Yuri Oliveira Lima', 'Uendel', 'Camilo', 'João Pedro Pepê', 'Clayson', 'Max']])","dict_values([['Cleiton Schwengber', 'Leo Ortiz', 'Alerrandro', 'Helio Junio', 'Aderlan Silva', 'Ytalo', 'Eric Ramires', 'Natan', 'Weverson', 'Tomás Cuello', 'Luciano']])","dict_values([['Banco', 'João Carlos', 'Marllon Borges', 'Anderson Conceição', 'Rafael Gava', 'Auremir', 'Uillian Correia', 'Papagaio', 'Élton Rodrigues Brandão', 'Osman Júnior', 'Jonathan Cafu', 'Danilo', 'Felipe Marques']])","dict_values([['Júlio César', 'Maycon', 'Leonardo Realpe', 'Weverton', 'Jan Carlos Hurtado', 'Guilherme Almeida Augusto', 'Pedrinho', 'Gabriel Novaes', 'Bruno', 'Cristiano Japa', 'Miguel Silveira']])","dict_values([('Jenison', 'Élton Rodrigues Brandão')])",59,"dict_values([('Camilo', 'Felipe Marques')])",65,"dict_values([('Max', 'Rafael Gava')])",73,"dict_values([('Clayson', 'Jonathan Cafu')])",73,"dict_values([('João Pedro Pepê', 'Uillian Correia')])",73,"dict_values([('Alerrandro', 'Pedrinho')])",45,"dict_values([('Weverson', 'Leonardo Realpe')])",57,"dict_values([('Luciano', 'Guilherme Almeida Augusto')])",69,"dict_values([('Helio Junio', 'Gabriel Novaes')])",84,dict_values([]),[]
286,dict_values(['Corinthians']),dict_values(['Thiago Mendes']),dict_values(['Chapecoense']),dict_values(['Felipe Endres']),dict_values(['1']),dict_values(['0']),"dict_values([['Matheus Donelli', 'Gil', 'Gabriel', 'Renato Augusto', 'Giuliano de Paula', 'Fagner', 'Fábio Santos', 'João Victor', 'Du Queiroz', 'Gabriel Pereira', 'Roger Guedes']])","dict_values([['Keiller', 'Matheus Ribeiro', 'Moisés Ribeiro', 'Busanello', 'Anselmo Ramon', 'Mike', 'Ignácio', 'Anderson Leite', 'Joílson', 'Denner', 'Kaio Nunes']])","dict_values([['Caíque França', 'João Pedro', 'Luan Vieira', 'Léo Santos', 'Reginaldo', 'Gustavo Mosquito', 'Víctor Cantillo', 'Adson', 'Gustavo Mantuan', 'Raul Bicalho', 'Vitinho', 'Jô']])","dict_values([['João Paulo', 'Alan Santos', 'Henrique Almeida', 'Ronei', 'Marquinho', 'Ezequiel', 'Lima', 'Rodriguinho', 'Jordan']])","dict_values([('Gabriel', 'Gustavo Mosquito')])",45,"dict_values([('Du Queiroz', 'Jô')])",74,"dict_values([('Gabriel Pereira', 'Adson')])",81,dict_values([]),[],dict_values([]),[],"dict_values([('Kaio Nunes', 'Henrique Almeida')])",66,"dict_values([('Anselmo Ramon', 'Ronei')])",75,"dict_values([('Denner', 'Ezequiel')])",76,"dict_values([('Mike', 'Rodriguinho')])",86,"dict_values([('Moisés Ribeiro', 'Alan Santos')])",87
287,dict_values(['Atl']),dict_values(['Alberto Valentim']),dict_values(['Flamengo']),dict_values(['Renato Gaúcho']),dict_values(['2']),dict_values(['2']),"dict_values([['Santos', 'Nicolás Hernández', 'Marcinho', 'Nikão', 'Abner', 'Léo Cittadini', 'Erick', 'Pedro Henrique', 'Thiago Heleno', 'Renato Kayser', 'David Terans']])","dict_values([['Diego Alves', 'Gustavo Henrique', 'Léo Pereira', 'Willian Arão', 'Everton Ribeiro', 'Gabriel Barbosa', 'Vitinho', 'Andreas Pereira', 'Michael', 'Ramon', 'Mauricio Isla']])","dict_values([['Bento', 'Márcio Azevedo', 'Khellven', 'Jader', 'Guilherme Bissoli', 'Jáderson', 'Pedrinho', 'Lucas Fasson', 'Juninho', 'Fernando Canesin', 'Christian', 'Carlos Eduardo']])","dict_values([['Gabriel Batista', 'Hugo Souza', 'Renê', 'Thiago Maia', 'Rodinei', 'Robert Piris Da Motta', 'Bruno Viana', 'Kenedy', 'Matheuzinho', 'João Gomes', 'Vitor Gabriel']])","dict_values([('Nicolás Hernández', 'Pedrinho')])",75,"dict_values([('Léo Cittadini', 'Christian')])",79,"dict_values([('Erick', 'Guilherme Bissoli')])",89,"dict_values([('Abner', 'Jader')])",89,dict_values([]),[],"dict_values([('Vitinho', 'Thiago Maia')])",62,"dict_values([('Andreas Pereira', 'Rodinei')])",82,"dict_values([('Mauricio Isla', 'Matheuzinho')])",82,"dict_values([('Everton Ribeiro', 'João Gomes')])",89,"dict_values([('Michael', 'Bruno Viana')])",89
288,dict_values(['Atlético']),dict_values(['Cuca']),dict_values(['Grêmio']),dict_values(['Vágner Mancini']),dict_values(['2']),dict_values(['1']),"dict_values([['Éverson', 'Guga', 'Júnior Alonso', 'Réver', 'Hulk', 'Guilherme Arana', 'Federico Zaracho', 'Diego Costa', 'Ignacio Fernández', 'Allan', 'Tchê Tchê']])","dict_values([['Gabriel Chapecó', 'Pedro Geromel', 'Thiago dos Santos', 'Miguel Borja', 'Douglas Costa', 'Ferreira', 'Bruno Cortez', 'Rafinha', 'Lucas Silva', 'Mathías Villasanti', 'Ruan']])","dict_values([['Rafael Pires', 'Dodô', 'Jair', 'Eduardo Vargas', 'Igor Rabello', 'Jefferson Savarino', 'Eduardo Sasha', 'Hyoran', 'Nathan', 'Mariano', 'Calebe', 'Sávio']])","dict_values([['Brenno', 'Jaminton Campaz', 'Darlan Mendes', 'Elias Manoel', 'Alisson', 'Jhonata Robert', 'Rodrigues', 'Diego Souza', 'Diogo Barbosa', 'Vanderson', 'Mateus Sarará', 'Victor Bobsin']])","dict_values([('Tchê Tchê', 'Jair')])",50,"dict_values([('Hulk', 'Eduardo Vargas')])",69,"dict_values([('Guga', 'Mariano')])",69,"dict_values([('Federico Zaracho', 'Jefferson Savarino')])",69,"dict_values([('Diego Costa', 'Nathan')])",89,"dict_values([('Mathías Villasanti', 'Jaminton Campaz')])",34,"dict_values([('Ferreira', 'Alisson')])",75,"dict_values([('Lucas Silva', 'Mateus Sarará')])",75,"dict_values([('Miguel Borja', 'Diego Souza')])",81,"dict_values([('Thiago dos Santos', 'Jhonata Robert')])",81
289,dict_values(['Cuiabá']),dict_values(['Jorginho']),dict_values(['Chapecoense']),dict_values(['Felipe Endres']),dict_values(['0']),dict_values(['0']),"dict_values([['Walter', 'João Lucas', 'Alan Empereur', 'Paulão', 'Yuri Oliveira Lima', 'Uendel', 'Rafael Gava', 'João Pedro Pepê', 'Élton Rodrigues Brandão', 'Max', 'Felipe Marques']])","dict_values([['Keiller', 'Matheus Ribeiro', 'Moisés Ribeiro', 'Busanello', 'Henrique Almeida', 'Mike', 'Ignácio', 'Anderson Leite', 'Joílson', 'Denner', 'Kaio Nunes']])","dict_values([['João Carlos', 'Lucas Ramon', 'Anderson Conceição', 'Marllon Borges', 'Lucas Hernández', 'Uillian Correia', 'Camilo', 'Jenison', 'Osman Júnior', 'Jonathan Cafu', 'Danilo', 'Guilherme Pato']])","dict_values([['João Paulo', 'Alan Santos', 'Anselmo Ramon', 'Ronei', 'Marquinho', 'Ezequiel', 'Lima', 'Rodriguinho', 'Jordan']])","dict_values([('Rafael Gava', 'Jonathan Cafu')])",59,"dict_values([('Élton Rodrigues Brandão', 'Jenison')])",59,"dict_values([('João Pedro Pepê', 'Uillian Correia')])",70,"dict_values([('Max', 'Osman Júnior')])",71,"dict_values([('Felipe Marques', 'Danilo')])",82,"dict_values([('Kaio Nunes', 'Lima')])",59,"dict_values([('Anderson Leite', 'Ezequiel')])",70,"dict_values([('Henrique Almeida', 'Ronei')])",70,"dict_values([('Denner', 'Marquinho')])",74,"dict_values([('Moisés Ribeiro', 'Alan Santos')])",74
290,dict_values(['Flamengo']),dict_values(['Renato Gaúcho']),dict_values(['Atl']),dict_values(['Eduardo Barroca']),dict_values(['2']),dict_values(['0']),"dict_values([['Diego Alves', 'Rodrigo Caio', 'Willian Arão', 'Everton Ribeiro', 'Gabriel Barbosa', 'Andreas Pereira', 'Michael', 'David Luiz', 'Bruno Henrique', 'Ramon', 'Mauricio Isla']])","dict_values([['Fernando Miguel', 'Luis Eduardo Marques dos Santos', 'Wanderson', 'Eder', 'Willian Maranhão', 'Igor Cariús', 'Gabriel Baralhas', 'Marlon Freitas', 'André Luis', 'João Paulo Alves', 'Janderson']])","dict_values([['Gabriel Batista', 'Hugo Souza', 'Gustavo Henrique', 'Léo Pereira', 'Renê', 'Thiago Maia', 'Vitinho', 'Rodinei', 'Bruno Viana', 'Matheuzinho', 'João Gomes', 'Vitor Gabriel']])","dict_values([['Luan Polli', 'Lucas Oliveira', 'Pedrão', 'Jefferson', 'Matheus Barbosa', 'Rickson', 'Zé Roberto', 'Brian Montenegro', 'Jonas']])","dict_values([('Andreas Pereira', 'Thiago Maia')])",59,"dict_values([('Mauricio Isla', 'Matheuzinho')])",65,"dict_values([('Everton Ribeiro', 'Vitinho')])",86,"dict_values([('Michael', 'Rodinei')])",86,"dict_values([('Bruno Henrique', 'João Gomes')])",87,"dict_values([('Gabriel Baralhas', 'Jonas')])",61,"dict_values([('André Luis', 'Zé Roberto')])",67,"dict_values([('Janderson', 'Brian Montenegro')])",74,"dict_values([('Luis Eduardo Marques dos Santos', 'Lucas Oliveira')])",74,dict_values([]),[]
291,dict_values(['Corinthians']),dict_values(['Thiago Mendes']),dict_values(['Fortaleza']),dict_values(['Juan Pablo Vojvoda']),dict_values(['1']),dict_values(['0']),"dict_values([['Cássio', 'Gil', 'Gabriel', 'Renato Augusto', 'Giuliano de Paula', 'Fagner', 'Fábio Santos', 'João Victor', 'Du Queiroz', 'Gabriel Pereira', 'Roger Guedes']])","dict_values([['Marcelo Boeck', 'Jackson de Souza', 'Ronald', 'Lucas Lima', 'Guilherme Tinga', 'Marcelo', 'Bruno Melo', 'Felipe', 'Matheus de Vargas', 'David', 'Robson']])","dict_values([['Matheus Donelli', 'João Pedro', 'Lucas Piton', 'Luan Vieira', 'Gustavo Mosquito', 'Víctor Cantillo', 'Adson', 'Gustavo Mantuan', 'Raul Bicalho', 'Xavier', 'Vitinho', 'Jô']])","dict_values([['Felipe Alves Raymundo', 'Osvaldo', 'Edinho', 'Ángelo Henríquez', 'Daniel Guedes', 'Nathan', 'Valentín Depietri', 'Joao Paulo', 'Igor Torres', 'Pablo', 'Romarinho', 'Wellington Paulista']])","dict_values([('Gabriel Pereira', 'Gustavo Mosquito')])",45,"dict_values([('Du Queiroz', 'Víctor Cantillo')])",59,"dict_values([('Gabriel', 'Jô')])",74,"dict_values([('Renato Augusto', 'Xavier')])",89,dict_values([]),[],"dict_values([('David', 'Romarinho')])",24,"dict_values([('Robson', 'Ángelo Henríquez')])",44,"dict_values([('Romarinho', 'Igor Torres')])",68,"dict_values([('Lucas Lima', 'Edinho')])",89,"dict_values([('Matheus de Vargas', 'Valentín Depietri')])",89
292,dict_values(['Internacional']),dict_values(['Diego Aguirre']),dict_values(['Grêmio']),dict_values(['Vágner Mancini']),dict_values(['1']),dict_values(['0']),"dict_values([['Marcelo Lomba', 'Edenílson', 'Taison', 'Yuri Alberto', 'Rodrigo Dourado', 'Víctor Cuesta', 'Rodrigo Lindoso', 'Moisés', 'Bruno Méndez', 'Renzo Saravia', 'Patrick']])","dict_values([['Gabriel Chapecó', 'Pedro Geromel', 'Walter Kannemann', 'Thiago dos Santos', 'Miguel Borja', 'Douglas Costa', 'Ferreira', 'Bruno Cortez', 'Rafinha', 'Lucas Silva', 'Mathías Villasanti']])","dict_values([['Emerson Júnior', 'Heitor', 'Kaique Rocha', 'Gustavo Maia', 'Carlos Palacios', 'Matheus Cadorini', 'Gabriel Boschilia', 'Paulo Victor', 'Gabriel Mercado', 'Mauricio', 'Johnny Cardoso', 'Zé Gabriel']])","dict_values([['Brenno', 'Jaminton Campaz', 'Darlan Mendes', 'Elias Manoel', 'Alisson', 'Rodrigues', 'Diego Souza', 'Diogo Barbosa', 'Vanderson', 'Ruan', 'Mateus Sarará', 'Jean Pyerre']])","dict_values([('Renzo Saravia', 'Gabriel Mercado')])",45,"dict_values([('Taison', 'Mauricio')])",58,"dict_values([('Yuri Alberto', 'Johnny Cardoso')])",89,dict_values([]),[],dict_values([]),[],"dict_values([('Miguel Borja', 'Diego Souza')])",59,"dict_values([('Mathías Villasanti', 'Jaminton Campaz')])",59,"dict_values([('Ferreira', 'Alisson')])",73,"dict_values([('Lucas Silva', 'Jean Pyerre')])",77,"dict_values([('Rafinha', 'Vanderson')])",77
293,dict_values(['Fluminense']),dict_values(['Marcão']),dict_values(['Sport']),dict_values(['Gustavo Florentín']),dict_values(['1']),dict_values(['0']),"dict_values([['Marcos Felipe', 'Samuel Xavier', 'Fred', 'Jhon Arias', 'John Kennedy', 'Marlon', 'Nino', 'Luiz Henrique', 'André', 'Matheus Martinelli', 'David Braz']])","dict_values([['Mailson', 'Hernanes', 'Santiago Tréllez', 'José Welison', 'Rafael Thyere', 'José Sabino', 'Luciano Juba', 'Sander', 'Ewerton', 'Marcão Silva', 'Paulinho Moccelin']])","dict_values([['Muriel Becker', 'Luccas Claro', 'Wellington Martins', 'Lucca', 'Nonato', 'Juan Cazares', 'Danilo Barcelos', 'Yago', 'Manoel', 'Lucas Felipe Calegari', 'Abel Hernández', 'Caio Paulista']])","dict_values([['Carlos Eduardo', 'Hayner', 'Ronaldo Henrique', 'Betinho', 'Pedro Henrique', 'Everaldo', 'Chico', 'Cristiano', 'Flávio Souza', 'Pedro Victor', 'Everton Felipe']])","dict_values([('Jhon Arias', 'Juan Cazares')])",45,"dict_values([('Fred', 'Caio Paulista')])",60,"dict_values([('Matheus Martinelli', 'Yago')])",74,"dict_values([('Luiz Henrique', 'Lucca')])",78,"dict_values([('John Kennedy', 'Abel Hernández')])",78,"dict_values([('Rafael Thyere', 'Pedro Henrique')])",45,"dict_values([('Santiago Tréllez', 'Everton Felipe')])",78,"dict_values([('José Welison', 'Cristiano')])",86,"dict_values([('Luciano Juba', 'Ronaldo Henrique')])",89,dict_values([]),[]
294,dict_values(['Santos']),dict_values(['Fábio Carille']),dict_values(['Palmeiras']),dict_values(['Abel Ferreira']),dict_values(['0']),dict_values(['2']),"dict_values([['João Paulo', 'Felipe Jonatan', 'Marinho', 'Raniel', 'Mádson', 'Danilo Boza', 'Marcos Guilherme', 'Vinicius Nelson', 'Robson', 'Lucas Braga', 'Emiliano Velázquez']])","dict_values([['Wéverton', 'Marcos Rocha', 'Rony', 'Zé Rafael', 'Luan Garcia', 'Gustavo Scarpa', 'Gustavo Gómez', 'Joaquín Piquerez', 'Raphael Veiga', 'Danilo', 'Dudu']])","dict_values([['Jandrei', 'Luis Felipe', 'Carlos Sánchez', 'Wagner', 'Vinicius', 'Bruninho', 'Gabriel Pirani', 'Pará', 'Ângelo Borges', 'Kaiky', 'Moraes', 'Luiz Henrique']])","dict_values([['Jailson', 'Benjamín Kuscevic', 'Patrick de Paula', 'Luiz Adriano', 'Wesley', 'Deyverson', 'Danilo Barbosa', 'Breno', 'Gabriel Menino', 'Victor Luis', 'Veron', 'Willian']])","dict_values([('Robson', 'Carlos Sánchez')])",45,"dict_values([('Emiliano Velázquez', 'Wagner')])",50,"dict_values([('Raniel', 'Ângelo Borges')])",69,"dict_values([('Marcos Guilherme', 'Gabriel Pirani')])",69,"dict_values([('Mádson', 'Pará')])",84,"dict_values([('Gustavo Scarpa', 'Patrick de Paula')])",76,"dict_values([('Raphael Veiga', 'Breno')])",76,"dict_values([('Zé Rafael', 'Danilo Barbosa')])",84,"dict_values([('Rony', 'Deyverson')])",84,"dict_values([('Dudu', 'Willian')])",87
295,dict_values(['Atlético']),dict_values(['Cuca']),dict_values(['América']),dict_values(['Marquinhos Santos']),dict_values(['1']),dict_values(['0']),"dict_values([['Éverson', 'Júnior Alonso', 'Hulk', 'Eduardo Vargas', 'Guilherme Arana', 'Federico Zaracho', 'Jefferson Savarino', 'Mariano', 'Allan', 'Tchê Tchê', 'Nathan Silva']])","dict_values([['MG', 'Matheus Cavichioli', 'Eduardo Gabriel', 'Juninho', 'Ademir Santos', 'Felipe Azevedo', 'Lucas Kal', 'Patric Cabral Lalau', 'Ale', 'Ricardo Silva', 'Marlon']])","dict_values([['Rafael Pires', 'Guga', 'Réver', 'Dodô', 'Igor Rabello', 'Eduardo Sasha', 'Diego Costa', 'Hyoran', 'Nathan', 'Calebe', 'Dylan Borrero', 'Neto']])","dict_values([['Banco', 'Jori', 'Anderson Jesus', 'Zé Ricardo', 'Alan Ruschel', 'Ribamar', 'Rodolfo', 'Fabrício', 'João Paulo', 'Léo Passos', 'Bruno Nazário', 'Juninho', 'Marcelo Toscano']])","dict_values([('Jefferson Savarino', 'Diego Costa')])",57,"dict_values([('Mariano', 'Guga')])",84,"dict_values([('Guilherme Arana', 'Dodô')])",89,"dict_values([('Federico Zaracho', 'Réver')])",89,dict_values([]),[],"dict_values([('Felipe Azevedo', 'Fabrício')])",60,"dict_values([('Ale', 'Bruno Nazário')])",73,"dict_values([('Mauro Zárate', 'Ribamar')])",73,"dict_values([('Juninho', 'Marcelo Toscano')])",89,dict_values([]),[]
296,dict_values(['Bragantino']),dict_values(['Maurício Barbieri']),dict_values(['Atl']),dict_values(['Alberto Valentim']),dict_values(['0']),dict_values(['2']),"dict_values([['Cleiton Schwengber', 'Jadsom', 'Edimar Fraga', 'Artur', 'Helio Junio', 'Aderlan Silva', 'Fabrício Bruno', 'Ytalo', 'Eric Ramires', 'Natan', 'Tomás Cuello']])","dict_values([['Santos', 'Marcinho', 'Nikão', 'Abner', 'Guilherme Bissoli', 'Léo Cittadini', 'Erick', 'Zé Ivaldo', 'Pedro Henrique', 'Thiago Heleno', 'Christian']])","dict_values([['Júlio César', 'Leonardo Realpe', 'Alerrandro', 'Weverton', 'Weverson', 'Jan Carlos Hurtado', 'Guilherme Almeida Augusto', 'Pedrinho', 'Gabriel Novaes', 'Bruno', 'Emiliano Martínez', 'Luciano']])","dict_values([['Leonardo Linck', 'Bento', 'Márcio Azevedo', 'Khellven', 'Jader', 'Pedrinho', 'Pedro Rocha Neves', 'Lucas Fasson', 'Vinicius Mingotti', 'Juninho', 'Fernando Canesin', 'Carlos Eduardo']])","dict_values([('Helio Junio', 'Pedrinho')])",75,"dict_values([('Ytalo', 'Jan Carlos Hurtado')])",81,dict_values([]),[],dict_values([]),[],dict_values([]),[],"dict_values([('Léo Cittadini', 'Pedro Rocha Neves')])",59,"dict_values([('Guilherme Bissoli', 'Vinicius Mingotti')])",72,"dict_values([('Christian', 'Fernando Canesin')])",83,dict_values([]),[],dict_values([]),[]
