,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
81,dict_values(['Flamengo']),dict_values(['Rogério Ceni']),dict_values(['Fluminense']),dict_values(['Roger Machado']),dict_values(['0']),dict_values(['1']),"dict_values([['Diego Alves', 'Gustavo Henrique', 'Rodrigo Caio', 'Willian Arão', 'Vitinho', 'Filipe Luís', 'Michael', 'Pedro', 'Bruno Henrique', 'Matheuzinho', 'João Gomes']])","dict_values([['Marcos Felipe', 'Samuel Xavier', 'Luccas Claro', 'Egídio Pereira Júnior', 'Fred', 'Juan Cazares', 'Yago', 'Nino', 'Matheus Martinelli', 'Gabriel Teixeira', 'Caio Paulista']])","dict_values([['Gabriel Batista', 'Hugo Souza', 'Léo Pereira', 'Renê', 'Thiago Maia', 'Hugo Moura', 'Rodinei', 'Bruno Viana', 'Max', 'Ramon', 'Rodrigo Muniz', 'Ryan Luka']])","dict_values([['Muriel Becker', 'Wellington Martins', 'Lucca', 'Ganso', 'Danilo Barcelos', 'Manoel', 'Lucas Felipe Calegari', 'Luiz Henrique', 'André', 'Kayky Chagas', 'David Braz', 'Nenê']])","dict_values([('Vitinho', 'Thiago Maia')])",70,"dict_values([('João Gomes', 'Rodrigo Muniz')])",70,"dict_values([('Michael', 'Max')])",78,dict_values([]),[],dict_values([]),[],"dict_values([('Fred', 'Lucca')])",66,"dict_values([('Juan Cazares', 'Nenê')])",66,"dict_values([('Caio Paulista', 'Luiz Henrique')])",70,"dict_values([('Gabriel Teixeira', 'Kayky Chagas')])",85,"dict_values([('Matheus Martinelli', 'André')])",85
82,dict_values(['Cuiabá']),dict_values(['Jorginho']),dict_values(['Atlético']),dict_values(['Cuca']),dict_values(['0']),dict_values(['1']),"dict_values([['Walter', 'João Lucas', 'Anderson Conceição', 'Paulão', 'Yuri Oliveira Lima', 'Uendel', 'Camilo', 'Uillian Correia', 'Élton Rodrigues Brandão', 'João Pedro Pepê', 'Danilo']])","dict_values([['Éverson', 'Réver', 'Hulk', 'Guilherme Arana', 'Federico Zaracho', 'Igor Rabello', 'Jefferson Savarino', 'Mariano', 'Ignacio Fernández', 'Allan', 'Tchê Tchê']])","dict_values([['João Carlos', 'Lucas Ramon', 'Marllon Borges', 'José Walber', 'Rafael Gava', 'Auremir', 'Felipe Marques', 'Papagaio', 'Jonathan Cafu', 'Osman Júnior', 'Guilherme Pato', 'Jenison']])","dict_values([['Matheus Mendes', 'Guga', 'Jair', 'Eduardo Sasha', 'Dylan Borrero', 'Hyoran', 'Nathan', 'Calebe', 'Gabriel', 'Sávio', 'Marrony', 'Nathan Silva']])","dict_values([('Yuri Oliveira Lima', 'Felipe Marques')])",32,"dict_values([('Danilo', 'Jonathan Cafu')])",66,"dict_values([('Camilo', 'Rafael Gava')])",66,"dict_values([('Élton Rodrigues Brandão', 'Papagaio')])",80,"dict_values([('Uillian Correia', 'Osman Júnior')])",80,"dict_values([('Ignacio Fernández', 'Marrony')])",48,"dict_values([('Jefferson Savarino', 'Nathan')])",66,"dict_values([('Federico Zaracho', 'Sávio')])",66,"dict_values([('Tchê Tchê', 'Jair')])",86,"dict_values([('Hulk', 'Eduardo Sasha')])",87
83,dict_values(['São']),dict_values(['Hernán Crespo']),dict_values(['Bragantino']),dict_values(['Maurício Barbieri']),dict_values(['1']),dict_values(['2']),"dict_values([['Tiago Volpi', 'Bruno Fabiano Alves', 'Reinaldo', 'Martín Benítez', 'Dani Alves', 'Luan', 'Liziero', 'Léo Pelé', 'Miranda', 'Éder', 'Emiliano Rigoni']])","dict_values([['Cleiton Schwengber', 'Edimar Fraga', 'Artur', 'Lucas Evangelista', 'Claudinho', 'Aderlan Silva', 'Fabrício Bruno', 'Ytalo', 'Natan', 'Raul', 'Bruno Praxedes']])","dict_values([['Lucas Perri', 'Igor Vinícius de Souza', 'Diego', 'Joao Rojas', 'Pablo', 'Vitor Bueno', 'Hernanes', 'Rodrigo Nestor', 'Igor Gomes', 'Antonio Galeano', 'Welington', 'Talles Costa']])","dict_values([['Júlio César', 'Leonardo Realpe', 'Jadsom', 'Alerrandro', 'Eric Ramires', 'Weverton', 'Chrigor Flore', 'Leandrinho', 'Cesar Haydar', 'Weverson', 'Guilherme Almeida Augusto', 'Pedrinho']])","dict_values([('Miranda', 'Diego')])",45,"dict_values([('Reinaldo', 'Vitor Bueno')])",61,"dict_values([('Liziero', 'Rodrigo Nestor')])",62,"dict_values([('Luan', 'Pablo')])",84,"dict_values([('Emiliano Rigoni', 'Joao Rojas')])",89,"dict_values([('Edimar Fraga', 'Weverson')])",61,"dict_values([('Ytalo', 'Alerrandro')])",61,"dict_values([('Bruno Praxedes', 'Eric Ramires')])",66,"dict_values([('Aderlan Silva', 'Weverton')])",79,"dict_values([('Lucas Evangelista', 'Jadsom')])",79
84,dict_values(['Ceará']),dict_values(['Guto Ferreira']),dict_values(['Juventude']),dict_values(['Marquinhos Santos']),dict_values(['2']),dict_values(['0']),"dict_values([['Richard', 'Messias', 'Fernando Sobral', 'Stiven Mendoza', 'Gabriel Lacerda', 'Jorginho', 'Marlon', 'Marcos Ytalo', 'Lima', 'Kelvyn', 'Saulo da Silva']])","dict_values([['Marcelo Carné', 'Cleberson', 'Matheus Jesus', 'Matheus Peixoto', 'Paulinho', 'Rafael Forster', 'Chico', 'William Matheus', 'Marcos Vinicios', 'Michel', 'Guilherme Carvalho']])","dict_values([['André Luiz', 'Jael Ferreira', 'Fábio Gonçalves', 'Willian', 'Wendson', 'Vinícius', 'Pedrinho', 'Jordan', 'Rick', 'Willian Klaus', 'Alessandro', 'Hélio']])","dict_values([['William', 'Douglas Friedrich', 'Eltinho', 'Capixaba', 'Jadson', 'Fernando Pacheco Rivas', 'Matheus Cotulio Bossa', 'Bruninho', 'Vinicius José Ignácio', 'Paulo Henrique']])","dict_values([('Jorginho', 'Vinícius')])",59,"dict_values([('Saulo da Silva', 'Jael Ferreira')])",71,"dict_values([('Lima', 'Rick')])",80,"dict_values([('Marlon', 'Willian')])",80,dict_values([]),[],"dict_values([('Matheus Jesus', 'Jadson')])",64,"dict_values([('Paulinho', 'Fernando Pacheco Rivas')])",64,"dict_values([('Chico', 'Bruninho')])",64,"dict_values([('Matheus Peixoto', 'Vinicius José Ignácio')])",73,"dict_values([('Marcos Vinicios', 'Capixaba')])",87
85,dict_values(['Grêmio']),dict_values(['Tiago Nunes']),dict_values(['Atl']),dict_values(['Eduardo Barroca']),dict_values(['0']),dict_values(['1']),"dict_values([['Brenno', 'Pedro Geromel', 'Walter Kannemann', 'Matheus Henrique', 'Douglas Costa', 'Ferreira', 'Rafinha', 'Diego Souza', 'Diogo Barbosa', 'Victor Bobsin', 'Jean Pyerre']])","dict_values([['Fernando Miguel', 'Luis Eduardo Marques dos Santos', 'Lucas Oliveira', 'Eder', 'Willian Maranhão', 'Igor Cariús', 'André Luis', 'Marlon Freitas', 'Lucas Melão Lucão', 'Gabriel Baralhas', 'Arthur']])","dict_values([['Gabriel Chapecó', 'Bruno Cortez', 'Darlan Mendes', 'Lucas Silva', 'Léo Chú', 'Alisson', 'Jhonata Robert', 'Vanderson', 'Leo Augusto', 'Fernando Henrique', 'Ruan', 'Ricardinho']])","dict_values([['Maurício Kozlinski', 'Arnaldo', 'Michel Custódio', 'Arthur Henrique', 'André Lima', 'Pablo Dyego', 'Zé Roberto']])","dict_values([('Ferreira', 'Alisson')])",63,"dict_values([('Matheus Henrique', 'Ricardinho')])",63,"dict_values([('Diogo Barbosa', 'Léo Chú')])",77,"dict_values([('Victor Bobsin', 'Darlan Mendes')])",86,"dict_values([('Rafinha', 'Vanderson')])",86,"dict_values([('Lucas Melão Lucão', 'Zé Roberto')])",71,"dict_values([('André Luis', 'Arnaldo')])",77,"dict_values([('Arthur', 'Pablo Dyego')])",87,dict_values([]),[],dict_values([]),[]
86,dict_values(['Santos']),dict_values(['Fernando Diniz']),dict_values(['Atl']),dict_values(['António Oliveira']),dict_values(['2']),dict_values(['1']),"dict_values([['João Paulo', 'Luis Felipe', 'Marinho', 'Mádson', 'Gabriel Pirani', 'Marcos Guilherme', 'Kaiky', 'Guilherme Camacho', 'Lucas Braga', 'Jean Mota', 'Moraes']])","dict_values([['Santos', 'Marcinho', 'Abner', 'Matheus Babi', 'Richard', 'Zé Ivaldo', 'Vitinho', 'Pedro Henrique', 'Thiago Heleno', 'Fernando Canesin', 'Christian']])","dict_values([['John', 'Carlos Sánchez', 'Raniel', 'Ivonei', 'Vinicius', 'Danilo Boza', 'Kevin Malthus', 'Vinicius Nelson', 'Robson', 'Ângelo Borges', 'Marcos Leonardo Almeida', 'Lucas Venuto']])","dict_values([['Anderson', 'Bento', 'Márcio Azevedo', 'Nicolas', 'Jádson', 'Nikão', 'Khellven', 'Léo Cittadini', 'Erick', 'Renato Kayser', 'David Terans', 'Carlos Eduardo']])","dict_values([('Gabriel Pirani', 'Carlos Sánchez')])",71,"dict_values([('Lucas Braga', 'Vinicius Nelson')])",82,"dict_values([('Marcos Guilherme', 'Marcos Leonardo Almeida')])",82,"dict_values([('Jean Mota', 'Vinicius')])",89,"dict_values([('Marinho', 'Ângelo Borges')])",89,"dict_values([('Zé Ivaldo', 'Nikão')])",57,"dict_values([('Marcinho', 'Khellven')])",57,"dict_values([('Fernando Canesin', 'David Terans')])",57,"dict_values([('Christian', 'Léo Cittadini')])",68,"dict_values([('Matheus Babi', 'Renato Kayser')])",68
87,dict_values(['Bragantino']),dict_values(['Maurício Barbieri']),dict_values(['Cuiabá']),dict_values(['Jorginho']),dict_values(['1']),dict_values(['1']),"dict_values([['Cleiton Schwengber', 'Edimar Fraga', 'Artur', 'Helio Junio', 'Fabrício Bruno', 'Ytalo', 'Eric Ramires', 'Weverton', 'Natan', 'Raul', 'Bruno Praxedes']])","dict_values([['Walter', 'João Lucas', 'Marllon Borges', 'Paulão', 'Camilo', 'Uendel', 'Danilo', 'Uillian Correia', 'Élton Rodrigues Brandão', 'Clayson', 'João Pedro Pepê']])","dict_values([['Júlio César', 'Maycon', 'Leonardo Realpe', 'Jadsom', 'Alerrandro', 'Chrigor Flore', 'Leandrinho', 'Cesar Haydar', 'Weverson', 'Guilherme Almeida Augusto', 'Pedrinho']])","dict_values([['João Carlos', 'Rafael Gava', 'Anderson Conceição', 'Auremir', 'Lucas Hernández', 'Jonathan Cafu', 'Jenison', 'Felipe Marques', 'Osman Júnior']])","dict_values([('Raul', 'Jadsom')])",48,"dict_values([('Helio Junio', 'Pedrinho')])",79,"dict_values([('Ytalo', 'Alerrandro')])",79,"dict_values([('Bruno Praxedes', 'Leonardo Realpe')])",88,dict_values([]),[],"dict_values([('Camilo', 'Jonathan Cafu')])",63,"dict_values([('Danilo', 'Felipe Marques')])",73,"dict_values([('Élton Rodrigues Brandão', 'Jenison')])",73,"dict_values([('Clayson', 'Osman Júnior')])",86,"dict_values([('Uillian Correia', 'Auremir')])",86
88,dict_values(['Bahia']),dict_values(['Dado Cavalcanti']),dict_values(['Juventude']),dict_values(['Marquinhos Santos']),dict_values(['1']),dict_values(['0']),"dict_values([['Matheus Teixeira', 'Nino Paraíba', 'Luiz Otávio', 'Rossi', 'Danielzinho', 'Gilberto', 'Rodriguinho Marinho', 'Thaciano', 'Jonas', 'Juninho', 'Matheus Bahia']])","dict_values([['Marcelo Carné', 'Matheus Jesus', 'Matheus Peixoto', 'Wescley', 'Paulinho', 'Rafael Forster', 'Jadson', 'Elton', 'Vitor Mendes', 'William Matheus', 'Michel']])","dict_values([['Mateus Claus', 'Ligger', 'Óscar Ruiz', 'Matheus Galdezani', 'Thonny Anderson', 'Lucas Fonseca', 'Juninho Capixaba', 'Lucas Araujo', 'Edson', 'Maycon', 'Renan Guedes', 'Patrick de Lucca']])","dict_values([['William', 'Cleberson', 'Eltinho', 'Capixaba', 'Fernando Pacheco Rivas', 'Chico', 'Matheus Cotulio Bossa', 'Bruninho', 'Vinicius José Ignácio', 'Marcos Vinicios', 'Paulo Henrique']])","dict_values([('Thaciano', 'Maycon')])",45,"dict_values([('Jonas', 'Patrick de Lucca')])",62,"dict_values([('Rodriguinho Marinho', 'Thonny Anderson')])",78,"dict_values([('Danielzinho', 'Lucas Araujo')])",86,"dict_values([('Rossi', 'Óscar Ruiz')])",86,"dict_values([('Paulinho', 'Marcos Vinicios')])",65,"dict_values([('Matheus Jesus', 'Chico')])",83,"dict_values([('Michel', 'Paulo Henrique')])",83,"dict_values([('Wescley', 'Fernando Pacheco Rivas')])",88,"dict_values([('Jadson', 'Bruninho')])",88
89,dict_values(['Fortaleza']),dict_values(['Juan Pablo Vojvoda']),dict_values(['América']),dict_values(['Vágner Mancini']),dict_values(['4']),dict_values(['0']),"dict_values([['Felipe Alves Raymundo', 'Guilherme Tinga', 'Marcelo', 'Robson', 'Lucas Crispim', 'Éderson', 'Felipe', 'David', 'Yago Pikachu', 'Titi', 'Matheus de Vargas']])","dict_values([['MG', 'Matheus Cavichioli', 'Eduardo', 'Eduardo Gabriel', 'Anderson Jesus', 'Zé Ricardo', 'João Paulo', 'Juninho', 'Marcelo Toscano', 'Ribamar', 'Felipe Azevedo']])","dict_values([['Marcelo Boeck', 'Jackson de Souza', 'Carlinhos', 'Luiz Henrique', 'Osvaldo', 'Ronald', 'Romarinho', 'Gustavo Blanco', 'Daniel Guedes', 'Bruno Melo', 'Igor Torres', 'Pablo']])","dict_values([['Banco', 'Jori', 'Diego', 'Ricardo Silva', 'Sabino', 'Alan Ruschel', 'Yan Sasse', 'Gustavinho', 'Ale', 'Geovane', 'Carlos Alberto', 'Juninho']])","dict_values([('Lucas Crispim', 'Carlinhos')])",68,"dict_values([('Yago Pikachu', 'Daniel Guedes')])",69,"dict_values([('Robson', 'Romarinho')])",76,"dict_values([('David', 'Igor Torres')])",76,"dict_values([('Felipe', 'Ronald')])",84,"dict_values([('Felipe Azevedo', 'Geovane')])",34,"dict_values([('Marcelo Toscano', 'Juninho')])",56,"dict_values([('Rodolfo', 'Carlos Alberto')])",56,"dict_values([('Ribamar', 'Alan Ruschel')])",56,"dict_values([('Juninho', 'Ale')])",68
90,dict_values(['Atlético']),dict_values(['Cuca']),dict_values(['Flamengo']),dict_values(['Rogério Ceni']),dict_values(['2']),dict_values(['1']),"dict_values([['Éverson', 'Júnior Alonso', 'Réver', 'Hulk', 'Guilherme Arana', 'Federico Zaracho', 'Jefferson Savarino', 'Mariano', 'Allan', 'Tchê Tchê', 'Nathan Silva']])","dict_values([['◆', 'Diego Alves', 'Rodrigo Caio', 'Willian Arão', 'Giorgian De Arrascaeta', 'Filipe Luís', 'Michael', 'Pedro', 'Bruno Henrique', 'Bruno Viana', 'João Gomes']])","dict_values([['Michael', 'Guga', 'Jair', 'Eduardo Vargas', 'Igor Rabello', 'Eduardo Sasha', 'Dylan Borrero', 'Hyoran', 'Nathan', 'Calebe', 'Sávio', 'Marrony']])","dict_values([['Banco', 'Gabriel Batista', 'Gustavo Henrique', 'Léo Pereira', 'Renê', 'Thiago Maia', 'Hugo Moura', 'Rodinei', 'Robert Piris Da Motta', 'Max', 'Matheuzinho', 'Rodrigo Muniz', 'Ryan Luka']])","dict_values([('Michael', 'Rodrigo Muniz')])",5,"dict_values([('Federico Zaracho', 'Nathan')])",73,"dict_values([('Jefferson Savarino', 'Marrony')])",79,"dict_values([('Marrony', 'Eduardo Sasha')])",80,"dict_values([('Hulk', 'Jair')])",89,"dict_values([('Bruno Viana', 'Hugo Moura')])",45,"dict_values([('Mauricio Isla', 'Matheuzinho')])",45,"dict_values([('Filipe Luís', 'Renê')])",73,"dict_values([('Michael', 'Rodrigo Muniz')])",73,dict_values([]),[]
91,dict_values(['Palmeiras']),dict_values(['Abel Ferreira']),dict_values(['Grêmio']),dict_values(['Thiago Gomes Pacheco']),dict_values(['2']),dict_values(['0']),"dict_values([['Jailson', 'Rony', 'Zé Rafael', 'Wesley', 'Luan Garcia', 'Gustavo Scarpa', 'Gustavo Gómez', 'Matías Viña', 'Raphael Veiga', 'Gabriel Menino', 'Danilo']])","dict_values([['Brenno', 'Pedro Geromel', 'Walter Kannemann', 'Matheus Henrique', 'Douglas Costa', 'Ferreira', 'Rafinha', 'Diego Souza', 'Diogo Barbosa', 'Vanderson', 'Victor Bobsin']])","dict_values([['Vinicius Silvestre', 'Renan', 'Benjamín Kuscevic', 'Patrick de Paula', 'Mayke', 'Deyverson', 'Danilo Barbosa', 'Breno', 'Lucas Lima', 'Victor Luis', 'Willian', 'Felipe Melo']])","dict_values([['Gabriel Chapecó', 'Bruno Cortez', 'Darlan Mendes', 'César Pinares', 'Alisson', 'Jhonata Robert', 'Guedes', 'Leo Augusto', 'Fernando Henrique', 'Ruan', 'Ricardinho', 'Jean Pyerre']])","dict_values([('Wesley', 'Breno')])",64,"dict_values([('Rony', 'Deyverson')])",68,"dict_values([('Zé Rafael', 'Felipe Melo')])",76,"dict_values([('Gabriel Menino', 'Mayke')])",76,"dict_values([('Gustavo Scarpa', 'Patrick de Paula')])",77,"dict_values([('Rafinha', 'Ruan')])",45,"dict_values([('Vanderson', 'Leo Augusto')])",45,"dict_values([('Diego Souza', 'Ricardinho')])",45,"dict_values([('Victor Bobsin', 'Jean Pyerre')])",76,"dict_values([('Diogo Barbosa', 'Alisson')])",79
92,dict_values(['Atl']),dict_values(['Eduardo Barroca']),dict_values(['Sport']),dict_values(['Umberto Lourenço Louzer Filho ']),dict_values(['1']),dict_values(['1']),"dict_values([['Fernando Miguel', 'Luis Eduardo Marques dos Santos', 'Lucas Oliveira', 'Eder', 'Willian Maranhão', 'Natanael', 'Gabriel Baralhas', 'Marlon Freitas', 'Lucas Melão Lucão', 'Arthur', 'André Luis']])","dict_values([['Mailson', 'Hayner', 'Neílton', 'Júnior Tavares', 'José Welison', 'Rafael Thyere', 'Thiago Neves', 'José Sabino', 'Everaldo', 'Marcão Silva', 'André']])","dict_values([['Maurício Kozlinski', 'Arnaldo', 'Michel Custódio', 'Igor Cariús', 'Arthur Henrique', 'André Lima', 'Pablo Dyego', 'Janderson', 'Zé Roberto']])","dict_values([['Luan Polli', 'Ronaldo Henrique', 'Santiago Tréllez', 'Betinho', 'Thiago Lopes', 'Ricardinho', 'Gustavo', 'Chico', 'Victor Gabriel', 'Maxwell', 'Mikael']])","dict_values([('Gabriel Baralhas', 'Janderson')])",63,"dict_values([('Lucas Melão Lucão', 'Zé Roberto')])",73,"dict_values([('André Luis', 'Pablo Dyego')])",80,dict_values([]),[],dict_values([]),[],"dict_values([('Hayner', 'Ricardinho')])",55,"dict_values([('Neílton', 'Santiago Tréllez')])",63,"dict_values([('Thiago Neves', 'Thiago Lopes')])",88,"dict_values([('André', 'Mikael')])",89,"dict_values([('Everaldo', 'Maxwell')])",89
93,dict_values(['Fluminense']),dict_values(['Roger Machado']),dict_values(['Ceará']),dict_values(['Guto Ferreira']),dict_values(['0']),dict_values(['0']),"dict_values([['Marcos Felipe', 'Samuel Xavier', 'Luccas Claro', 'Egídio Pereira Júnior', 'Fred', 'Yago', 'Nino', 'Luiz Henrique', 'André', 'Gabriel Teixeira', 'Caio Paulista']])","dict_values([['Richard', 'Messias', 'Bruno Pacheco', 'Fernando Sobral', 'Stiven Mendoza', 'Gabriel Lacerda', 'Marlon', 'Marcos Ytalo', 'Vinícius', 'Lima', 'Cléber']])","dict_values([['Muriel Becker', 'Wellington Martins', 'Lucca', 'Ganso', 'Juan Cazares', 'Danilo Barcelos', 'Manoel', 'Lucas Felipe Calegari', 'Kayky Chagas', 'Matheus Martinelli', 'David Braz', 'Nenê']])","dict_values([['Davi', 'André Luiz', 'Jael Ferreira', 'Fábio Gonçalves', 'Willian', 'Geovane', 'Wendson', 'Pedrinho', 'Rick', 'Willian Klaus', 'Kelvyn', 'Hélio']])","dict_values([('Fred', 'Lucca')])",18,"dict_values([('Yago', 'Nenê')])",75,"dict_values([('Luiz Henrique', 'Juan Cazares')])",76,"dict_values([('André', 'Matheus Martinelli')])",76,dict_values([]),[],"dict_values([('Cléber', 'Jael Ferreira')])",55,"dict_values([('Lima', 'Rick')])",73,"dict_values([('Marlon', 'Pedrinho')])",84,"dict_values([('Vinícius', 'Kelvyn')])",84,dict_values([]),[]
94,dict_values(['Internacional']),dict_values(['Diego Aguirre']),dict_values(['São']),dict_values(['Hernán Crespo']),dict_values(['0']),dict_values(['2']),"dict_values([['Daniel', 'Yuri Alberto', 'Rodrigo Dourado', 'Lucas Ribeiro', 'Bruno Méndez', 'Paulo Victor', 'Mauricio', 'Johnny Cardoso', 'Pedro Henrique', 'Caio Vidal', 'Patrick']])","dict_values([['Tiago Volpi', 'Bruno Fabiano Alves', 'Robert Arboleda', 'Dani Alves', 'Luan', 'Léo Pelé', 'Éder', 'Rodrigo Nestor', 'Igor Gomes', 'Welington', 'Emiliano Rigoni']])","dict_values([['Marcelo Lomba', 'Carlos Palacios', 'Thiago Galhardo', 'Rodrigo Lindoso', 'Gabriel Boschilia', 'Renzo Saravia', 'Vinicius Mello', 'Nonato', 'Leonardo Borges', 'Lucas Ramos', 'Lucas Mazetti', 'Juan Cuesta']])","dict_values([['Lucas Perri', 'Igor Vinícius de Souza', 'Diego', 'Reinaldo', 'Joao Rojas', 'Martín Benítez', 'Pablo', 'Vitor Bueno', 'Liziero', 'Shaylon', 'Antonio Galeano', 'Talles Costa']])","dict_values([('Mauricio', 'Gabriel Boschilia')])",36,"dict_values([('Lucas Ribeiro', 'Renzo Saravia')])",45,"dict_values([('Yuri Alberto', 'Thiago Galhardo')])",57,"dict_values([('Patrick', 'Carlos Palacios')])",57,"dict_values([('Rodrigo Dourado', 'Rodrigo Lindoso')])",76,"dict_values([('Éder', 'Joao Rojas')])",45,"dict_values([('Emiliano Rigoni', 'Vitor Bueno')])",45,"dict_values([('Rodrigo Nestor', 'Liziero')])",78,"dict_values([('Bruno Fabiano Alves', 'Diego')])",81,"dict_values([('Igor Gomes', 'Talles Costa')])",88
95,dict_values(['Chapecoense']),dict_values(['Jair Ventura']),dict_values(['Corinthians']),dict_values(['Thiago Mendes']),dict_values(['0']),dict_values(['1']),"dict_values([['João Paulo', 'Matheus Ribeiro', 'Alan Santos', 'Ignácio', 'Anderson Leite', 'Felipe Santana', 'Ezequiel', 'Lima', 'Fabinho', 'Pedro Perotti', 'Felipe Silva']])","dict_values([['Cássio', 'Gil', 'Gabriel', 'Gustavo Mosquito', 'Mateus Vital', 'Fagner', 'Víctor Cantillo', 'Fábio Santos', 'João Victor', 'Vitinho', 'Jô']])","dict_values([['Keiller', 'Laércio', 'Anselmo Ramon', 'Foquinho', 'Fernandinho', 'Ronei', 'Ravanelli', 'Guedes', 'Felipe Vasconcelos', 'Tiago Coser', 'Geuvânio', 'Kaio Nunes']])","dict_values([['Matheus Donelli', 'Guilherme Vicentini', 'Lucas Piton', 'Luan Vieira', 'Marquinhos', 'Ángelo Araos', 'Felipe Augusto', 'Matheus Alexandre', 'Adson', 'Raul Bicalho', 'Du Queiroz', 'Xavier']])","dict_values([('Felipe Silva', 'Ravanelli')])",25,"dict_values([('Alan Santos', 'Fernandinho')])",45,"dict_values([('Fabinho', 'Geuvânio')])",45,"dict_values([('Ravanelli', 'Anselmo Ramon')])",70,"dict_values([('Ezequiel', 'Foquinho')])",79,"dict_values([('Víctor Cantillo', 'Xavier')])",53,"dict_values([('Mateus Vital', 'Marquinhos')])",70,"dict_values([('Gustavo Mosquito', 'Adson')])",89,dict_values([]),[],dict_values([]),[]
96,dict_values(['Palmeiras']),dict_values(['Abel Ferreira']),dict_values(['Santos']),dict_values(['Fernando Diniz']),dict_values(['3']),dict_values(['2']),"dict_values([['Jailson', 'Marcos Rocha', 'Zé Rafael', 'Gustavo Scarpa', 'Gustavo Gómez', 'Deyverson', 'Matías Viña', 'Breno', 'Raphael Veiga', 'Danilo', 'Felipe Melo']])","dict_values([['João Paulo', 'Marinho', 'Gabriel Pirani', 'Pará', 'Danilo Boza', 'Marcos Guilherme', 'Kaiky', 'Guilherme Camacho', 'Lucas Braga', 'Jean Mota', 'Moraes']])","dict_values([['Vinicius Silvestre', 'Renan', 'Benjamín Kuscevic', 'Patrick de Paula', 'Dudu', 'Wesley', 'Mayke', 'Danilo Barbosa', 'Lucas Lima', 'Victor Luis', 'Willian']])","dict_values([['Diogenes', 'Felipe Jonatan', 'Alison', 'Carlos Sánchez', 'Raniel', 'Mádson', 'Ivonei', 'Vinicius', 'Vinicius Nelson', 'Robson', 'Ângelo Borges', 'Marcos Leonardo Almeida']])","dict_values([('Raphael Veiga', 'Wesley')])",61,"dict_values([('Gustavo Scarpa', 'Patrick de Paula')])",62,"dict_values([('Breno', 'Willian')])",76,"dict_values([('Marcos Rocha', 'Mayke')])",87,"dict_values([('Deyverson', 'Dudu')])",87,"dict_values([('Danilo Boza', 'Alison')])",45,"dict_values([('Jean Mota', 'Carlos Sánchez')])",45,"dict_values([('Pará', 'Mádson')])",59,"dict_values([('Lucas Braga', 'Raniel')])",77,"dict_values([('Guilherme Camacho', 'Vinicius Nelson')])",77
